Voltage Measurement 0,Voltage Measurement 1,Voltage Measurement 2,Voltage Measurement 3,Temperature Measurement 0,Temperature Measurement 1,Strain Measurement 0,Strain Measurement 1,Time,Seconds
-0.2993820096131838,0.8831921873807889,1.5002670328831922,2.695353627832456,48.171477699967895,56.884695938743256,-1.496910048065919,4.415960936903945,2023-03-22 22:01:24.591030,0.0
0.6598001068131533,1.4383154039826047,2.1905851834897385,3.331044480048829,53.49348923141975,62.32849646292465,2.124055848020142,8.177309834439612,2023-03-22 22:01:24.591030,0.002
1.4093232623788816,2.197604333562219,2.672465094987411,3.880064087891966,59.681740174959685,65.4133014077416,6.332494087129015,10.18692301823453,2023-03-22 22:01:24.591030,0.004
1.9436942092011902,2.6489662012664987,3.32646677347982,3.93011367971313,63.06324712933951,71.5761285540001,8.638132295719846,14.392309452964065,2023-03-22 22:01:24.591030,0.006
2.1667811093308917,3.1403067063401235,3.7949187457084,4.56092164492256,69.52257768087522,75.0956704872186,13.028152895399405,16.84748607614252,2023-03-22 22:01:24.591030,0.008
3.2901503013656823,3.757076371404593,4.3250171663996335,4.985122453650721,70.98945187785345,79.78846978463366,14.007782101167315,20.024414435034714,2023-03-22 22:01:24.591030,0.01
3.2758068207827877,4.269779507133593,5.101091020065613,5.825894560158694,77.58857074167788,82.28234484820962,18.483253223468378,21.754787518120086,2023-03-22 22:01:24.591030,0.012
4.1907377737087055,4.943007553215839,5.390707255664912,6.358129243915465,79.93514585035665,84.04333263209622,20.061036087586785,22.938887617303727,2023-03-22 22:01:24.591030,0.014
4.643015182726788,5.307087815671015,5.811551079575799,6.7777523460746165,82.86927718506266,89.47755667140962,22.1362630655375,26.572060730907147,2023-03-22 22:01:24.591030,0.016
5.367208361943999,6.072480354009308,6.552224002441443,7.020675974670024,86.97978682817495,92.27150987281195,24.928664072632944,28.45197222858015,2023-03-22 22:01:24.591030,0.018
5.9262989242389565,6.49912260624094,7.250476844434272,7.793087663080796,94.4792417453473,96.98368764474449,29.970244907301442,31.653315022507055,2023-03-22 22:01:24.591030,0.02
6.206149385824369,6.595559624628061,7.363393606469825,7.747310597390707,94.18476925595938,98.31065737748021,29.77035172045472,32.5658045319295,2023-03-22 22:01:24.591030,0.022
6.856794079499504,7.056076905470359,7.934386205844206,8.449225604638743,96.98368764474449,103.03540147090072,31.72350652323186,35.78545815213245,2023-03-22 22:01:24.591030,0.024
7.368276493476768,7.9221789883268485,8.182803082322422,8.483710994125277,102.59199590092396,106.88248957291464,35.44670786602579,38.32455939574273,2023-03-22 22:01:24.591030,0.026
7.333180743114366,7.862058442053864,8.63782711528191,8.532845044632639,105.8459724874087,109.69882503991981,37.6729991607538,40.23956664377813,2023-03-22 22:01:24.591030,0.028
7.772030212863355,8.069581139848935,8.823682001983673,8.788891432059206,106.73438059491447,112.37099494701262,38.231479362172884,42.05996795605402,2023-03-22 22:01:24.591030,0.03
7.895017929350729,8.862134737163348,8.833142595559625,9.118791485465781,110.44069266164632,113.11398127994767,40.80109864957656,42.610818646524756,2023-03-22 22:01:24.591030,0.032
8.552071412222476,8.989394979781796,9.383993286030366,9.555199511711299,111.03440829590932,116.23798736376582,41.16731517509727,44.696726939803156,2023-03-22 22:01:24.591030,0.034
8.767223620965897,8.925612268253605,9.506065461203937,9.526817730983444,116.38689029440272,118.92021569783465,44.73182269016556,46.41947051194019,2023-03-22 22:01:24.591030,0.036
8.99275196459907,9.564354924849317,9.647669184405279,9.39986266880293,116.98263081859432,118.02567382307579,45.14991989013504,45.880827038986794,2023-03-22 22:01:24.591030,0.038
9.283894102388038,9.381857022964828,9.74563210498207,9.751430533302816,120.11366533906401,121.15861670102072,47.25108720531014,47.93316548409247,2023-03-22 22:01:24.591030,0.04
9.438010223544671,9.485618371862364,9.461814297703517,9.53353170061799,121.75601819679623,122.95144618774302,48.34058136873426,49.121843289845124,2023-03-22 22:01:24.591030,0.042
9.48226138704509,9.831387808041505,9.70840009155413,9.967498283360037,120.85999408118339,119.96443862930775,47.75463492790112,47.17631799801633,2023-03-22 22:01:24.591030,0.044
9.773708705271993,9.599145494773785,9.489585717555505,9.703517204547188,121.15861670102072,120.71070230052283,48.000305180437934,47.664606698710614,2023-03-22 22:01:24.591030,0.046
9.674830243381399,9.434958419165332,9.758449683375297,9.51094834821088,123.39994643534479,120.71070230052283,49.48653391317617,47.612726024261846,2023-03-22 22:01:24.591030,0.048
9.488059815365835,9.931792172121767,9.336995498588541,9.611657892729076,123.25043334409045,123.25043334409045,49.33699549858854,49.34157320515755,2023-03-22 22:01:24.591030,0.05
9.795681696803236,9.47219043259327,9.383077744716564,8.934767681391623,123.99812882166998,123.39994643534479,49.88937209124895,49.451438162813766,2023-03-22 22:01:24.591030,0.052
9.902800030518044,9.589990081635767,9.057450217441062,9.206683451590752,121.90540112588066,119.81522492706637,48.44892042420081,47.077134355687804,2023-03-22 22:01:24.591030,0.054
9.720302128633554,9.381857022964828,8.881971465629054,8.538948653391317,119.6660242295473,118.32380258168337,46.93522545204853,46.05477988860913,2023-03-22 22:01:24.591030,0.056
9.58480201419089,9.133745326924544,8.625925078202487,8.452582589456016,121.15861670102072,115.7913557127446,47.992675669489586,44.31372549019608,2023-03-22 22:01:24.591030,0.058
9.363851377126727,8.871290150301366,8.431830319676509,8.175478751812008,117.87662887453443,114.4521527224525,45.749599450675206,43.41802090485999,2023-03-22 22:01:24.591030,0.06
9.127336537727931,8.826428625925079,8.393987945372702,7.772030212863355,117.72759687188754,112.37099494701262,45.621423666742956,42.03250171663996,2023-03-22 22:01:24.591030,0.062
8.550240329594873,8.303349355306326,8.12664988174258,7.129015030136569,112.81674899730454,114.00598139991858,42.407873655298694,43.16929884794384,2023-03-22 22:01:24.591030,0.064
8.509346150911727,8.158083466849774,7.51445792324712,6.763408865491722,112.07388831664066,108.80898673033633,41.82345311665522,39.62005035477226,2023-03-22 22:01:24.591030,0.066
8.459296559090562,7.957885099565118,7.192187380788892,6.472571908140688,111.03440829590932,107.91958348830124,41.21156633859769,39.09819180590524,2023-03-22 22:01:24.591030,0.068
7.829709315632868,7.244983596551461,6.9456015869382774,5.994048981460288,109.69882503991981,105.25393247978256,40.24567025253681,37.2808422980087,2023-03-22 22:01:24.591030,0.07
7.447013046463722,6.7692072938124666,6.57602807660029,5.497215228503853,105.25393247978256,99.93359031891696,37.32204165712978,33.64614328221561,2023-03-22 22:01:24.591030,0.072
7.2138551918822005,6.5052262149996185,5.627527275501641,5.267719539177539,103.47890609657489,97.72079688884925,36.08300907911803,32.22858014801251,2023-03-22 22:01:24.591030,0.074
6.843060959792477,5.93667505912871,5.31136034180209,4.817578393224994,99.04820383842186,96.54153538708574,33.07087815671015,31.33745326924544,2023-03-22 22:01:24.591030,0.076
5.899137865262837,5.804226749065385,4.83436331731136,3.7677576867322804,96.98368764474449,89.18360543608311,31.645685511558707,26.361486228732737,2023-03-22 22:01:24.591030,0.078
5.719691767757687,4.812085145342183,4.457465476462959,3.551995117112993,92.71290945963153,86.53918483471509,28.801403830014497,24.634164950026705,2023-03-22 22:01:24.591030,0.08
5.291828793774319,4.28198672465095,3.901426718547341,2.6742961776150147,89.62454242276762,83.60303047299972,26.69108110170138,22.644388494697488,2023-03-22 22:01:24.591030,0.082
4.438544289311055,4.060120546272984,3.013962005035477,2.5781643396658276,85.07086263584785,78.46848272929316,23.579766536964982,19.154650186923018,2023-03-22 22:01:24.591030,0.084
4.00152590218967,3.2507820248722057,2.3270008392462045,1.8573281452658885,79.20178844767521,73.77591084078361,19.60326543068589,15.919737544823375,2023-03-22 22:01:24.591030,0.086
3.7711146715495536,2.895551995117113,2.0102235446707866,1.2628366521705958,76.26878030957648,72.01611373208104,17.627222095063708,14.763103685053789,2023-03-22 22:01:24.591030,0.088
2.848859388113222,1.9684138246738383,1.0507362478065156,0.24414435034714274,72.45608229576355,68.64230064406664,15.036240177004654,12.378118562600138,2023-03-22 22:01:24.591030,0.09
2.5955596246280614,1.795681696803235,0.5703822384985122,-0.33234149691004805,69.22916608788482,61.29952367598269,12.814526588845656,7.4570840009155415,2023-03-22 22:01:24.591030,0.092
1.8490882734416725,0.6884870679789425,-0.09643701838712139,-0.737926298924239,62.32849646292465,58.210064407975196,8.093385214007782,5.37270160982681,2023-03-22 22:01:24.591030,0.094
1.3669031815060655,0.4840161745632105,-0.44800488288700696,-1.5722896162355993,59.24033814378135,51.13043821827971,6.05325398641947,0.5508506904707409,2023-03-22 22:01:24.591030,0.096
0.5709925993743801,-0.4159609369039445,-0.9634546425574121,-2.0431830319676507,55.705852612502696,48.61570881677679,3.6438544289311054,-1.1718928816662852,2023-03-22 22:01:24.591030,0.098
-0.03814755474174106,-1.006179903868162,-1.63759822995346,-2.490882734416724,48.763754666363404,46.096489362775806,-1.0589761196307317,-2.8793774319066143,2023-03-22 22:01:24.591030,0.1
-0.5319295033188373,-1.654383154039826,-2.2784771496147096,-2.815899900816358,44.16676959309677,41.340989041488086,-4.121461814297703,-6.037994964522774,2023-03-22 22:01:24.591030,0.102
-1.0983443961242085,-1.7950713359273671,-3.0542458228427556,-3.7634851606012054,42.08525990968879,34.17102111529149,-5.50087739375906,-10.840009155413137,2023-03-22 22:01:24.591030,0.104
-2.0105287251087205,-2.3440909437705044,-3.4699015793087664,-3.922789349202716,36.416642148247284,28.611490532255072,-9.308003356984818,-14.494544899671931,2023-03-22 22:01:24.591030,0.106
-2.6538490882734416,-3.146715495536736,-4.250247959105821,-4.7989623865110245,34.470708008148144,27.103883082668748,-10.66147859922179,-15.559624628061341,2023-03-22 22:01:24.591030,0.108
-2.73838406958114,-4.0607309071488515,-4.317082475013351,-5.408712901503014,26.3492776884952,23.628318267793976,-16.02807660028992,-17.817959868772412,2023-03-22 22:01:24.591030,0.11
-3.7341878385595484,-4.181887541008622,-5.135881589990082,-5.96231021591516,24.98964992347129,18.014528962506997,-18.779278248264287,-22.68253604943923,2023-03-22 22:01:24.591030,0.112
-4.053101396200503,-4.816662851911192,-5.62050812542916,-6.280613412680247,17.862439592268945,12.070562083315588,-19.69939726863508,-24.469367513542384,2023-03-22 22:01:24.591030,0.114
